1390015449,Just Wanna Talk-Pete Kingsman
473964624,Ain't No Sunshine-Agatino Romero
1335940693,Fragile-Arcades
1399335951,Broken Hearts-Justin Caruso
1419876257,Sia-Dusk Till Dawn（愉先生 remix）-愉先生
447281375,C U Again-Cartoon
29498741,Holdin' On (Skrillex & Nero Remix)-Monsta
17867241,My Sunset (Original Mix)-Feint
27553170,Tremble (Original Mix)-Vicetone
406355,Re...Japanesque-DAISHI DANCE
1322460396,Walk Thru Fire -Vicetone
409830458,Empire (Instrumental)-Voicians
28593175,Ensemble-Vicetone
1410185402,V6-迪迦Take Me Higher（王者荣耀版）（Cover：Bonca金柱）-罗桂涛
63612,假行僧-崔健
26172019,花房姑娘-崔健
63628,新长征路上的摇滚-崔健
346576,光辉岁月-Beyond
347230,海阔天空-Beyond
346075,真的爱你-Beyond
157288,挪威的森林-伍佰 & China Blue
156374,突然的自我-伍佰
156284,梦醒时分-伍佰
357279,无地自容-黑豹乐队
139774,The truth that you leave-Pianoboy高至豪
468176711,城南花已开-三亩地
31654455,Victory-Two Steps From Hell
38019092,Lifeline-Zeraphym 六翼使徒
3932159,You-Approaching Nirvana
26092806,Take me hand-DAISHI DANCE
33035611,Time (Official)-MKJ
5308028,My Soul-July
857896,A Little Story-Valentin
4341314,Intro-The xx
28987626,Animals-Maroon 5
31789010,Shots (Broiler Remix)-Imagine Dragons
28612913,Brave-Action Item
422132112,King-Zayde Wølf
409916250,The Ocean (Radio Edit)-Mike Perry
1338149101,Believer-Imagine Dragons
419594258,Hymn For The Weekend [Remix]-Alan Walker
424995313,Love Yourself-Conor Maynard
1334246005,Way Back Home (Sam Feldt Edit)-SHAUN
464035016,One Direction Medley-Anthem Lights
22088510,A Hard Rain's A-Gonna Fall-Bob Dylan
1821488,Sound of Silence-Paul Simon
1646740,Coney Island Baby-Lou Reed
1215678,Vincent-Don McLean
21270787,Pink Moon-Nick Drake
26691601,Blues Run The Game-Jackson C. Frank
473602861,Father and Son-Yusuf / Cat Stevens
20954456,Alexandra Leaving-Leonard Cohen
5057820,Lonesome Town-Ricky Nelson
17541009,Autumn Leaves-Eric Clapton
27899008,Sunflower-Emma Stevens
26215210,Kapuskasing Coffee-Justin Rutledge
1349840731,One Winter's Day-Justin Rutledge
1312528250,Honey Take My Hand-Cody Francis
441107979,EASE (Lontalius Remix)-BROODS
28530897,Calm After The Storm-The Common Linnets
21389117,And It's Alright-Peter Broderick
534631703,Long Way Down-Joshua Hyslop
494947541,Blackbird-Beeches 
516587986,Simple Song-Joshua Hyslop
1428200618,The vacation you-惜白
2614003,Stuttering-Fefe Dobson
27032793,For The Win-Two Steps From Hell
29816800,NEXT TO YOU-Ken Arai
27129154,Tales of the Electric Romeo-Immediate Music
418602744,Frisbee-Ahxello
442495638,Monody (Radio Edit)-TheFatRat
29553031,Sky (Radio Edit)-Steerner
436514147,Alive-Steerner
1412248805,Flo Rida-Whistle（HEST / CHENYI / GYNPI remix）-HEST
1367524424,Potions-SLANDER
1399983059,Enough-Glacier
1405976162,Wings-Just A Gent
1403628349,WISH-CloudNone
1380193537,Dreamer-Throttle
1376832322,Sanctuary-Bad Computer
1397573140,Changed-CloudNone
1375645324,Let's Roll-Ephixa
1362346801,Nothing More-Mazare
1378148512,Carissa-DESERT STAR
1365864094,Ride Or Die-XYLØ
40157834,August-No Vacation
1406043573,contradictory-AlanZ
1373168761,I'm So Sorry-Hearts & Colors
1348326272,Surrender-Nick Ledesma
1396038662,Easy-Camila Cabello
1356580767,Into My Heart-Yetep
1381054826,Drown the Sky-William Black
1381084455,Deep Blue (feat. Monika Santucci)-William Black
1381082570,Miss It (feat. RUNN)-William Black
1332052986,7.28_-不知春去
502678329,Yasuo-MMZ-BOY
28593175,Ensemble-Vicetone
446154202,Tony Igy-Astronomia（Jiaye remix）-Jiaye
499818,cocoon-林ゆうき
407889615,Samurai-DEAF KEV
26278742,Endeavors (Original Mix)-MitiS
27639209,Future Funk-Varien
1320544645,Pyro-Chester Young
550829288,despair-Various Artists
1694084,Mango Kimono-LJones
506139194,Automatica-John Stanford
528423473,Grace-Jannik
1363342114,Feels Like a Dream-Awakend
1404381768,Addicted-Nitro Fun
28103392,Forward Steps-Avens
523001618,Jealous-Faustix
416388015,孤龙山-主场景-徐梦圆
419594754,Tokyo-Jinco
783956,Vision-中岛岬
1355149441,i love you-Billie Eilish
27759600,Five Hundred Miles-Justin Timberlake
27544862,Snowship-Patricia Wilde
17950509,Romeo's Tune-Pajaro Sunrise
26197585,Until-Lotte Kestner
27588470,Sleepyhead-Galen Crew
33922381,Shame-Ciaran Lavery
19163309,Never Be That Tough-Simone White
2788529,Loving Strangers-Jocelyn Pook
491757270,I Will Spend My Whole Life Loving You-Kina Grannis
1406649697,2020-Great Good Fine OK
440101136,Sign-DEAMN
1392786375,Sims-Lauv
27848769,Bloom-The Paper Kites
34999456,Ocean-D!avolo
472050284,Gravity-Leo Stannard
19497991,Pedalo-The Heart Strings
1361455890,summer-keshi
17214000,3 Wishes-Dave Thomas Junior
1387555528,Paycheck-ROOKIES
1296896668,My Life-The Vamps
29004010,Wonder What You're Doing for the Rest of Your Life-Train
505060855,Sweet Life-Lucas Estrada
564094072,Dancing in the Moonlight-NEIMY
548823607,Wonder Woman-Kacey Musgraves
1318089157,Away We Go-Ted Nights
574299505,Whenever-Kris Kross Amsterdam
1305823453,Friends-Why Don't We
1302292321,Jealous-Oliver Nelson
508671230,Peeping Tom (Original Mix)-Jamie Berry
1428715347,Supernova-周骏
1384537004,奔跑着追向你-王前
1411951902,bedroom waltz-luvbird
1351182680,東京タワー-JINBAO
522273224,café-yesheis
1878380,Camera Lucida-Robin Guthrie
37132784,Travelling-Goldmund
404744109,어둠이 내린 그리움-7pm
1407404968,Open-Teen Daze
3939382,her simple dreams-Drawing The Endless Shore
1360642403,lowkey-NIKI
574919830,Hands On Me-The White Panda
574915369,Same Sky-Navarra
1337949941,Back to the Start-Michael Schulte
29418363,Skin Tight-Niykee Heaton
452997043,Down In Flames-Ella Vos
573617587,Never Going Home-Vigiland
506094210,Rearrange-Ella Vos
19107212,Cold Night-Sarah MacDougall
2532696,Missing?-Emme Packer
471565537,Something Just Like This (Megamix)-AnDyWuMUSICLAND
479938197,Stay (Chris Robleda Remix)-Chris Robleda
520928254,Umbrella(Meow Remix)-RT
1382359260,Almost Forgot (Ryan Riback Remix)-Against the Current
1430544662,Alan Walker-End Of Time（白昼星BZX remix）-白昼星BZX
490416030,Trouble (Mike Williams Extended Remix)-Mike Williams
465920775,Pretty Girl (Cheat Codes X CADE Remix)-Cheat Codes
484732439,Meant To Be (RetroVision Remix)-Arc North
35331935,Am I Wrong (Win & Woo Remix)-Win & Woo
1362815315,Something Strange (Zack Martino Remix)-Vicetone
495220827,Crawl Outta Love-ILLENIUM
1347227968,Bloom-Dabin
426850398,Nobody-Danelle Sandoval
1302184922,Light Em Up-Daniel Gunnarsson
427542199,Extreme -Bassjackers
447281057,Electric Heart-Anevo
1329797007,It’s Only (feat. Zyra) (ODESZA VIP Remix)-ODESZA
1300720802,Fall-Cospe
1393048618,Follow You-Sügar
512376599,Ride With You-Yultron
276904,外面的世界-莫文蔚
1355637236,你飞过无名海-刘三步
1388544715,走过世界每个角落-周笔畅
502242110,歌谣-李荣浩
29593809,游歌-丢火车
28987543,在路上-老狼
456185374,别送我-陈鸿宇
381825,公路之歌-痛仰乐队
28815250,平凡之路-朴树
521417027,走自己的路-GALA
1348783951,Tell Your Friends-The Him
34040349,Little Talks-Julia Sheer
2002416,Picture to Burn-Taylor Swift
1341210106,Slow Fade-Ruth B.
1361169741,Peach-Kevin Abstract
1370378324,Thank Me Later-Anna of the North
496617401,Everything Around Us-Major Minor
512617800,New Ting-Marc E. Bassy
413834087,Flowers-Pop Up!
1365843837,Karma-Caroline Kole
1427860998,Morning Energy-钟渊
1381314214,OMG-Gryffin
1302290019,Happier-Marshmello
529546316,Set Me Free-Trobi
1300720292,Favela-Ina Wroldsen
1388976152,FOR YOUR EYES ONLY-Cashmere Cat
1390125627,Bombay Dreams-KSHMR
1387600802,Answers-Kazlo
32835377,Reality-Lost Frequencies
1393662680,Tears-Going Deeper
1299998060,Lost -Jai Wolf
1309995372,Coffee-beabadoobee
1345485671,Moral of the Story-Ashe
1342819982,Sunday Morning (Acoustic)-Matoma
433223079,Million Reasons-Lady Gaga
486999077,ineedyou.-vietra
415792744,Numb-Danelle Sandoval
1426572175,Blind faith-LinG
32408652,E•MO•TION-Carly Rae Jepsen
1354221816,Ember Island-creep（Slim Fey remix）-Slim Fey
404184890,Hey (Radio Edit)-Fais
1369930486,Easy Come-Antoine Chambe
531040082,Funky (Original Mix)-DNF
1413505126,阿姑看母鸡 (Rindu Semalam) [抖音加速版] {Cover ：Titi Kamal}-DJ小四
1357588538,Not yours (Perfect Mix)-孤万上
1368324900,Cyka Blyat-DJ Blyatman
499384441,All My Love (Sagan Remix)-Cash Cash
1392317233,Gotye-一曲肝肠断，天涯何处寻觅知音Somebody That I Used To Know（WJ remix）-WJ
1364800914,Alan Walker-Faded（Hare Je remix）-Hare Je
35331692,Heist-Noisestorm
1349899994,Darkest Hour (The Clock) (Extended Mix)-DBSTF
1396235809,Run From Reality-Ran-D
1376926359,Orange Heart-Headhunterz
1377207455,Battleborn-Ran-D
1379464141,Brace Yourself (IMPAQT Anthem 2019)-D-Block & S-te-Fan
1357576995,I Need You-Warface
1349222924,One Tribe (Defqon.1 2019 Anthem)-Phuture Noize
1352873613,Elektronic Symphony-B-Front
1388999231,Starlight (Extended Mix)-Frequencerz
1392986509,Fallen Souls-Ghost Stories
1424954716,Numb-Merk & Kremont
1425225473,Move On-Different Heaven
1413419424,Menage A Trois (Ellipso Remix)-LIZOT
1312799966,So Good so Fine When You're Messing with My Mind-Benjamin Ingrosso
1415464258,Some Say (Felix Jaehn Remix)-Nea
1425225470,Words Of Love (Numa Numa)-Different Heaven
1344772409,Older Now (James Carter x NLSN Remix)-James Carter
553959503,Vibe-Fly by Midnight
1363642271,Gin (Radio Edit)-LissA
534931162,You Me and The Silence-LOVA
1358194683,I Still Believe-Mandee
422977912,Long Shot-Trademark
1419692566,Honest-San Holo
1316375909,Rise & Fall-Mike Perry
572903330,Born To Be Yours-Kygo
475597835,Do You Think About Me-Benjamin Ingrosso
1324159296,End Of The Night-Danny Avila
1311762522,Listen Closely-DVBBS
1341512162,Love Me Back-RITUAL
1377830798,Until We Die-WATEVA
1417423045,单方面-陈锦峻
1426883824,朋友请听好 (易烊千玺版)-易烊千玺
1418778896,SickG (。•́︿•̀。)-范石头
1417288752,pinky baby-浦东老农民
1406083024,深情罪人-陈锦峻
31517567,给少年的歌-程璧
518896134,猎户星座-朴树
1406642934,我要找到你-Zic子晨
375422,星星之火-S.H.E
1346104327,多想在平庸的生活拥抱你-隔壁老樊
29567189,理想-赵雷
32957955,逝年-夏小虎
28310923,妈说-贰佰
167897,执着-许巍
1407551413,麻雀-李荣浩
27646786,活着-郝云
569200213,消愁-毛不易
1336856777,我曾-隔壁老樊
864100018,浮生-丢火车
450353154,城市-一三
450853439,遥不可及的你-花粥
417596830,美好事物-房东的猫
1354629987,去见你-徐秉龙
27543051,天天晴朗-苏打绿
25986042,不要睡懒觉-汪苏泷
5265370,生如夏花-朴树
451279121,新生-GALA
1305366556,寒鸦少年-华晨宇
1349462818,目的地-王胜娚
29567189,理想-赵雷
1422992245,一荤一素 (Live)-毛不易
569200212,一荤一素-毛不易
1421191830,借 (Live)-毛不易
569214250,借-毛不易
1417723811,红莓花儿开-毛不易
569213220,像我这样的人-毛不易
1407214788,二零三-毛不易
569200213,消愁-毛不易
536099160,不染-毛不易
1408763442,水乡-毛不易
447925185,Andalusia (Filatov & Karas Remix)-Antoine Chambe
1429297749,都是夜归人 伴奏-胖虎
1368934522,☾ 你 喜 歡 的 人 的 夢 裡 面-Mei
461859867,Bellyache-Billie Eilish
522647397,Famous-Ivy Adara
1397654354,FOOLS-Troye Sivan
1397654358,for him.-Troye Sivan
1355147934,xanny-Billie Eilish
1377011713,Boys-Charli XCX
528270637,the words i shouldve said-demxntia
28735156,Vergiss mein nicht (Oonagh & Santiano)-Oonagh
2425958,Pole-Djelem
538793246,Tanz mit mir-Faun
1099004,Katmandu-Bob Seger
1523216,Playwright's Lament-John Debney
1523466,General Map 3-John Debney
1523248,Arise, Watcher-John Debney
1523445,General CAS 3-John Debney
28212077,Misty Mountains (A Cappella)-Peter Hollens
1062559,Trine 2 Main Theme-Ari Pulkkinen
500412055,Brass-Dirty Rush & Gregor Es
429210900,quick escape-chillster
1293953338,History-88rising
1390804534,Retnard Silva-我都会跨越山海去找你（Roberto Kan remix）-是耀温順
504265175,Easily-Bruno Major
1353212443,Cold-NEFFEX
1347702308,Lick-Offset
524152595,Rewards-Dawin
1357425794,Wrong-Luh Kel
520588146,The Way You Move-Al Rocco
1391491741,有幸（Cover：赵砚卿）-王泽科
1429656020,不等了（Cover：你的二智bb）-子沫M
1412899511,王巨星-愿你安好（FOMY remix）-FOMY
1425898176,鱼仔（Cover：卢广仲）-Cookie L
1422303419,鱼仔（Cover：卢广仲）-是你的垚
1421271606,无人之岛 （Cover：任然）-是你的垚
1414011060,I‘M YOURS PT.2—吉他版（Cover：h3R3）-小天才鸭
1401691835,你真漂亮（Cover：Eddy Kim）-向文涛
1428767175,心墙（Cover：林俊杰）-是你的垚
1426597717,I'M YOURS PT.2（Cover：h3R3）-小头菜
1358554236,爱江山更爱美人-阿虾
1407222910,我要找到你 (正式版) (cover：陈明)-张老板
1379456709,想死却又不敢-井胧
1364123417,我们都是无名之辈-解忧邵帅
442016663,<小智>-李智
1401267763,情难枕-阿虾
28940202,十月迷城-李晋
486999661,莫妮卡-柳爽
406000222,自拔-夏小虎
554118097,往后余生原创(demo)-马良
1365398014,Cooler Than Me (Radio Edit)-Lucky Luke
1403150208,Phoenix（涅槃）—英雄联盟2019全球总决赛主题曲（Cover：Cailin Russo）--Lil Marron-
424262559,Heathens (DISTO Remix)-DISTO
1371252448,奇妙なお寺-G23
449577863,Selector-Rezz
429210569,ＴＯＫＹＯ ＤＲＩＦＴ  『 東京ドリフト 』-頓 SUDDEN DEATH 死
1370905855,孤凌单行-孤凌单行
469303741,黑武-N2V
537716026,川上富江Kawakami Tomie-FAT TIGER
419373889,武  士 の 魂.[Mashup]-nightboiidevil
1351664363,Circles-WILDES
32717809,Build It Better-Aron Wright
16957726,Wait-M83
17571164,Ordinary Man-Eels
28872624,Sons and Daughters-Allman Brown
480427504,Infinity-One Hundred Years
518863586,Forest-Rogue Wave
501475138,There's Nothing Holdin' Me Back-Shawn Mendes
523401526,I Fear the Nite-Dan Romer
29953680,Touch-Shura
1378288596,Forever By Your Side-Awakend
1363651215,All This Time-Deorro
569870379,Big Words-Klaas
1376022747,Lucky One-Tom Ferry
1301861948,Show & Tell-Said The Sky
539982411,All They Wanna Be-Madison Mars
528326686,I don't wanna see u anymore-NINEONE
1360909338,Girl in the Mirror-Bebe Rexha
1355149745,Only When It Rains-Frank Walker
471565537,Something Just Like This (Megamix)-AnDyWuMUSICLAND
29910080,The New Kings-Vicetone
1313033482,Fearless Pt. II-Lost Sky
409931573,Neon Rainbow (feat. Anna Yvette)-Rameses B
27542857,Energy Drink-Virtual Riot
26544456,Open Window (Original Mix)-MitiS
1234534,The Evening Primrose (Shanghai Restoration Project Remix)-The Shanghai Restoration Project
34040716,Visions-Acreix
26624703,Hall of Fame-The Script
407699604,Don't You Run (Original Mix)-Vicetone
26513144,Jump!-Two Steps From Hell
1404486664,I Miss U-XMASwu
30070142,Our Own Heaven-Masetti
522444650,Telescope-Tim Legend
1387600059,Emma Sameth-Spin With You（李从文 remix）-李从文
1374174509,Hate How Much I Love You-Conor Maynard
1350485275,Luh Kel you did me wrong-Luh Kel
461544288,Healing Song-Lune
566443114,scars-ondi vil
1408713927,失眠症 Insomnia (抒情版) (cover：Full Version)-姚智鑫
475070014,bubble gum-Clairo
547780876,春之行-灰澈
546912061,春时初-逆时针向
523902194,猫的舞步-Candy_Wind
1302972298,微风拂过你的脸-Hea2t
1377145337,四月一日 晴（Final Version）-灰澈
1370926921,最幸福的事就是和你在情侣路喝柠檬汽水-Wthegg
1351620362,就像喜欢樱花味的春天一样喜欢你-Wthegg
479374667,柠檬汽水-钱晨航
1352004027,得似旧时-忘乡
1402522588,秒 · 莹露-八云轨
108120,美人-老狼
29567191,三十岁的女人-赵雷
1423546686,58路-羊先生
33166539,陪我到可可西里去看海-大冰
29567187,吉姆餐厅-赵雷
548212432,湘雨谣-音符姑娘
30431376,易燃易爆炸-陈粒
422429521,迷藏-刘昊霖
1415604776,董小姐（Cover：宋冬野）-ChenXi
1374154676,无期-光头华夏
492390949,星茶会-灰澈
437752156,羽毛-刘捷
479219481,butterflies-nohidea.
557584800,intro (w rook1e)-barnes blvd.
28692687,Without You I Am Dying-Painless Destiny
36921126,Tears-伍々慧
553362483,April-DarkSpirit
1315844910,-穿越时空的思念（恰见明月栖山 Remix）-恰见明月栖山
3552442,Single Step-Sunny Choi
36953773,First Sunlight-Peter Jeremias
1376929829,遇到 (抖音版)-顾小洁
1403272866,感谢你曾来过（cover：Ayo97）-巨棒isv
1396847259,谁念西风独自凉（Cover：等什么君）-向文涛
1425619718,林依晨-你（嘻嘻琳 remix）-嘻嘻琳
1369292617,情深深雨蒙蒙（Cover：赵薇）-陈阳
1369285044,奇迹再现（Cover：毛华锋）-陈阳
1426367136,门没锁（Cover：品冠）-我是土豆
1422461666,Psycho（英文版）（Cover：Red Velvet）-xswagger
1423168975,Señorita（Cover：Camila Cabello）-xswagger
1426703861,卑微的承诺（Cover：乔洋）-考其正
465921195,还是分开-张叶蕾
1420789644,我爱你（Cover：卢广仲）-程佳佳
1412545195,我又想你了-于潼
1386887580,夜空中最亮的星 (Cover：逃跑计划)-浪味仙
1407272627,月亮惹的祸（Cover：群星）-任玲辉
1416772486,怎么能忘了（不插电）-程响
1415682131,奇怪吗-山相曾
1383927243,这一生关于你的风景-隔壁老樊
1413142894,大眠 (完整版)-小乐哥
1394986596,犯错（Cover：祁隆）-王小帅
1321447188,1994-Alec Benjamin
29480187,We Can't Stop-Boyce Avenue
1404511131,Blueming-IU
1368725399,Never Really Over-Katy Perry
534631701,Stand Your Ground-Joshua Hyslop
552060841,Welcome to Wonderland-Anson Seabra
489041829,Why-Sabrina Carpenter
1363642894,Garbage-Joakim Molitor
2184653,You’ve Got The Kind Of Nerve I Like-Tiny Ruins
533471294,Never Gonna Let You-Galavant
1423753681,什么样的爱情（Cover：张阳阳）-野望绿川
254485,勇气-梁静茹
1411358329,勇气-棉子
470057375,至此流年各天涯-我不李志
1304882345,爱河-蒋雪儿
1405676166,如果你不经意想起（Cover：贺敬轩）-樊浩然
1350321704,失忆（Cover：刘崇健）-野小马
493735012,无人之岛-任然
190072,黄昏-周传雄
1401707987,开始懂了 (抖音版) (cover：孙燕姿)-伯爵
1422212205,我的果汁分你一半-小头菜
1388833872,风度 (完整版) (cover：汪苏泷)-岛
1367485724,我要你（Cover：yatessss）-阿虾
1331127961,很爱很爱你（Cover：刘若英）-薛飞superman
1415218835,想见你想见你想见你（Cover：八三夭）-SpriteSoft
572729968,好好说再见（Cover David Zee Tao）（Cover：陶喆）-三班王强
1372806543,不是因为天气晴朗才爱你（Cover：理想混蛋 Bestards）-丁芙妮
427606933,你眸中有一个宇宙（Cover：池年）-毛线偶吧
500613058,越来越不懂（Cover 蔡健雅）-杨子为
1422004391,关键词（完整版）（Cover：林俊杰）-坠
472361096,Despacito (Remix)-Luis Fonsi
29722263,Uptown Funk-Mark Ronson
451703096,Shape of You-Ed Sheeran
3406393,Waka Waka (This Time for Africa)-Shakira
30953009,See You Again-Wiz Khalifa
22956421,Gangnam Style-PSY
26548584,Happy-Pharrell Williams
35847388,Hello-Adele
460043703,Perfect-Ed Sheeran
1297841,Love The Way You Lie-Eminem
1424537798,Stars-衍簏
31421048,Payphone (Matoma Remix)-Matoma
1301042215,宝贝-接个吻，开一枪
509750823,我不害怕-接个吻，开一枪
541492319,Far Away-M&K
448745221,猴子说(M&K Remix）-M&K
34613621,Vagrant-Feint
477331084,Valkyrie-EnV
30854873,Leevis-Fri
1296550963,High On Life -Martin Garrix
441612737,Jackpot-TheFatRat
514195404,Fly Away (JJD Remix)-TheFatRat
1393373655,Anthem Arcade-Phaera 
1379085522,Decision ()-Cineminate
1379157650,Luminous ()-Phaera
553809679,Highscore-Panda Eyes
37653546,Windfall-TheFatRat
33211676,Hello-OMFG
1374894674,Believing-Phaera
444524688,Prelude (VIP Edit)-TheFatRat
35416283,Lose It (Jerry Folk Remix) -Jerry Folk
1356672164,Mama's House-Push Baby
1356146948,Coming Down-Kiddo
1407525373,Ex Bitch-XXXTENTACION
549800502,Feel It Still-Pentatonix
27491508,YMCA-Village People
1343109819,One For You-Gill Chang
574921778,Dilemma (Remake)-Vedo
1325762956,La Di Da-Lennon Stella
1306648317,Chasers-Bahari
1379719395,秋.-听不见先生T
1411844617,Christmas Eve.-听不见先生T
534349915,翩翎-smile丶轩
1336552582,. ɹǝʌo llɐ s,ʇı-Синьюй
411259037,云端-罗杨
541234460,Solar Rain-落雨夜明
530153789,haunt u (Gray Planet Bootleg)-Z-H-ERO
1386268343,飞逝的梦和时间，无法阻拦我们的爱-FomoHart
1320484967,在最寒冷的冬天，遇见最温暖的你-林鹿言
1362958940,想带你漫不经心的逛-陈嘉俊是这个嘉
499058987,午后-灰澈
1326597106,バカ咲太!-fox capture plan
26629683,きっと彼女は。-石濱翔
1429250789,星河清梦-TLK天翔
525872609,木鲸-灰澈
510890823,漂流瓶子-smile丶轩
454710238,糸守に東京に（GuitarΠano）-SimorE
421870553,安静「钢琴版」-Stellar Lee
1310373595,心做し（唯美钢琴版）（Cover：哀木）-李好
1423888160,Winter gloves（冬天的手套）-MT1990
1426928190,青春是梦里的一朵野花（Cover：王辰）-图穆
1389725343,会有的-一盛
1381814249,丽江(Lijiang)-浪子
1423527235,一个流氓的故事-南鸽先生
479219330,我一定会爱上你-谢春花
1383876635,迷人的危险-尚士达
29567192,少年锦时-赵雷
1420122836,姑娘啊-南鸽先生
509512457,我还年轻 我还年轻-老王乐队
1325702742,南风北巷-解忧邵帅
1391891631,嗜好-颜人中
25713022,我的歌声里-曲婉婷
1371780785,暖一杯茶-解忧邵帅
1377574592,人间城-王贰浪
254574,后来-刘若英
479408216,Lost & Found-Embody
32019011,Supergirl (Alle Farben Remix)-Alle Farben
406086062,Live The Night-Armon
485612576,Creep-Gamper & Dadoni
1365221826,四块五-隔壁老樊
1387968208,没逻辑的谜题-赵晨唏
374597,你被写在我的歌里-苏打绿
299417,人间-王菲
487088609,愿漂泊的人都有酒喝 愿孤独的人都会唱歌-漠城
30431376,易燃易爆炸-陈粒
36080207,你只是经过-陈鸿宇
